Complaint_ID,Complaint_Text,Category
SWG841561,Food packaging was damaged and unhygienic. Found hair in the food.,Unhygienic Packaging
SWG946785,Tried calling restaurant for special instructions but they don't respond. I want a proper explanation for this.,Non-Responsive Restaurant
SWG861485,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG968235,Half of the ordered items are missing from the delivery.,Missing Items
SWG663611,Provided clear address but delivery was attempted at wrong location.,Delivery Location Issue
SWG574419,Please take immediate action. Wrong food delivered. The order doesn't match what I selected.,Incorrect Order
SWG224473,Received conflicting status updates via SMS and app notifications. Please ensure this doesn't happen again.,Inconsistent Order Status
SWG423993,Sudden order cancellation after payment was successful. Need immediate refund. This needs immediate attention.,Order Cancellation
SWG803176,Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG156215,Delivered food was cold and the packaging was not insulated properly.,Cold Food Delivery
SWG930244,Order status is misleading. Shows delivered but actually still cooking.,Inconsistent Order Status
SWG961264,Very poor service quality. Received food in damaged packaging. Very unhygienic condition. Please help resolve this matter urgently.,Unhygienic Packaging
SWG954008,The food was of terrible quality. Completely inedible and waste of money. Please help resolve this matter urgently.,Food Quality Issue
SWG203189,This is very frustrating. Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG299659,This ruined my entire meal experience. Order tracking shows wrong location and estimated time keeps changing. Please ensure this doesn't happen again.,Tracking Issue
SWG842776,Cold and stale food delivered. Temperature was room temperature. I hope this gets resolved soon.,Cold Food Delivery
SWG477808,Rude delivery executive. Thrown the food bag and left without confirmation.,Delivery Executive Issue
SWG693186,This is unacceptable. Restaurant not picking up calls for order clarification.,Non-Responsive Restaurant
SWG581693,This is very frustrating. Restaurant staff was uncooperative and didn't handle requests properly.,Restaurant Service Issue
SWG268049,This is unacceptable. Delivery person went to wrong address and food got cold. I want a proper explanation for this.,Delivery Location Issue
SWG197736,Tracking is completely inaccurate. Shows delivered but I haven't received anything.,Tracking Issue
SWG404716,Half of the ordered items are missing from the delivery.,Missing Items
SWG754076,Incomplete order delivered. Missing main course items.,Missing Items
SWG772239,Support team is not resolving my complaint properly.,Professional Support Agent
SWG526949,Received conflicting status updates via SMS and app notifications.,Inconsistent Order Status
SWG280172,Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG403387,Food arrived cold despite paying delivery charges. Very unsatisfied.,Cold Food Delivery
SWG205805,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG217455,Several items missing from my order without any notification.,Missing Items
SWG415001,Food packaging was not sealed properly and looked contaminated. Please help resolve this matter urgently.,Unhygienic Packaging
SWG868140,Very poor service quality. Swiggy app is not working properly. Keeps showing error messages.,App Technical Issue
SWG200331,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG311250,The food was cold when delivered. Seems like it was prepared hours ago. This is not what I expected from Swiggy.,Cold Food Delivery
SWG619225,Please resolve this issue immediately. Contacted support multiple times but no proper resolution provided. I am losing trust in Swiggy.,Professional Support Agent
SWG108356,Very poor service quality. Delivered food was cold and the packaging was not insulated properly.,Cold Food Delivery
SWG455007,Cannot track my order at all. The tracking page is blank.,Tracking Issue
SWG475772,Location services not working properly leading to delivery problems.,Delivery Location Issue
SWG542981,Wrong delivery address used. Food delivered to different location. Please improve your service quality.,Delivery Location Issue
SWG378673,Please resolve this issue immediately. Technical issue with app login. Cannot access my account.,App Technical Issue
SWG755017,No response from restaurant despite multiple attempts to contact. Please ensure this doesn't happen again.,Non-Responsive Restaurant
SWG918871,Wrong order delivered. This is not what I ordered at all. I want a proper explanation for this.,Incorrect Order
SWG802821,This has happened multiple times. Refund status shows completed but amount not reflected in account.,Refund Issue
SWG205253,Location services not working properly leading to delivery problems.,Delivery Location Issue
SWG691119,Order cancelled without consent. This is the third time this month.,Order Cancellation
SWG777015,The delivery person called and shouted at me for not coming down quickly.,Delivery Executive Issue
SWG776406,Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG959636,This ruined my entire meal experience. Delivery person went to wrong address and food got cold. This needs immediate attention.,Delivery Location Issue
SWG164387,Food quality was very poor. Tasted stale and not fresh.,Food Quality Issue
SWG573213,GPS location issue caused delivery delay and confusion.,Delivery Location Issue
SWG211816,Offer not applied correctly during checkout process. I want a proper explanation for this.,Coupon/Offer Issue
SWG164468,This is unacceptable. Wrong order delivered. This is not what I ordered at all.,Incorrect Order
SWG597643,This ruined my entire meal experience. The restaurant sent wrong items. Ordered Chinese but received South Indian. I want a proper explanation for this.,Incorrect Order
SWG176851,Coupon code expired suddenly while placing the order.,Coupon/Offer Issue
SWG705748,This is unacceptable. Sudden order cancellation after payment was successful. Need immediate refund.,Order Cancellation
SWG141880,Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG571796,Poor food quality with bad taste and smell. Seems like old ingredients used. Please improve your service quality.,Food Quality Issue
SWG336585,Please resolve this issue immediately. Poor food quality with bad taste and smell. Seems like old ingredients used. I am losing trust in Swiggy.,Food Quality Issue
SWG488363,I am extremely disappointed. Refund not processed even after 7 working days of cancellation.,Refund Issue
SWG764343,Order status is misleading. Shows delivered but actually still cooking. Please take necessary action.,Inconsistent Order Status
SWG295203,Payment deducted twice for the same order. Need immediate refund.,Payment Issue
SWG630519,This is very frustrating. Delayed delivery by more than 90 minutes without proper communication.,Late Delivery
SWG582977,This has happened multiple times. Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG672435,This is unacceptable. Cancelled order but refund is taking too much time to process. This is not what I expected from Swiggy.,Refund Issue
SWG302338,Delivery boy was very rude and unprofessional during delivery. This needs immediate attention.,Delivery Executive Issue
SWG906035,Promised refund but haven't received money back in my account.,Refund Issue
SWG351044,Cancelled order but refund is taking too much time to process. This is not what I expected from Swiggy.,Refund Issue
SWG354377,Cold and stale food delivered. Temperature was room temperature. This is not what I expected from Swiggy.,Cold Food Delivery
SWG333249,Restaurant doesn't answer calls even for urgent order modifications. Please help resolve this matter urgently.,Non-Responsive Restaurant
SWG728098,Please resolve this issue immediately. Ordered family pack but some items are missing from the delivery.,Missing Items
SWG666456,Order was cancelled by restaurant after 45 minutes. No explanation given. Please help resolve this matter urgently.,Order Cancellation
SWG683309,I am extremely disappointed. Poor food quality with bad taste and smell. Seems like old ingredients used.,Food Quality Issue
SWG442105,Please resolve this issue immediately. Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG829308,The order tracking is not working properly. I can't see where my order is.,Tracking Issue
SWG486251,Sudden order cancellation after payment was successful. Need immediate refund.,Order Cancellation
SWG212322,Food quality is deteriorating. This restaurant used to be good before. Please improve your service quality.,Food Quality Issue
SWG533914,Sudden order cancellation after payment was successful. Need immediate refund. I hope this gets resolved soon.,Order Cancellation
SWG731024,Incorrect order received. Ordered pizza but got burger instead. This is not what I expected from Swiggy.,Incorrect Order
SWG899213,I want a full refund for this. Unable to track my order. The app shows no information about delivery status. This is really disappointing.,Tracking Issue
SWG315780,Food arrived cold despite paying delivery charges. Very unsatisfied.,Cold Food Delivery
SWG544638,This is very frustrating. No response from restaurant despite multiple attempts to contact.,Non-Responsive Restaurant
SWG349628,No response from restaurant staff when trying to discuss order issues. I am losing trust in Swiggy.,Non-Responsive Restaurant
SWG884096,I expect better service from Swiggy. Poor service from restaurant staff. They were very rude.,Restaurant Service Issue
SWG295472,Delivery boy didn't wear mask and was very unprofessional in behavior.,Delivery Executive Issue
SWG950874,This has happened multiple times. The food container was cracked and packaging was very poor. Please ensure this doesn't happen again.,Unhygienic Packaging
SWG630415,Food quality was below average. Not worth the price paid. This is really disappointing.,Food Quality Issue
SWG477685,This has happened multiple times. Delivery boy was very rude and unprofessional during delivery. Please ensure this doesn't happen again.,Delivery Executive Issue
SWG534055,I expect better service from Swiggy. Valid coupon code showing as expired or invalid.,Coupon/Offer Issue
SWG561477,Delivered food was cold and the packaging was not insulated properly.,Cold Food Delivery
SWG593554,I want a full refund for this. Tracking is completely inaccurate. Shows delivered but I haven't received anything. Please improve your service quality.,Tracking Issue
SWG575747,Please resolve this issue immediately. Food packaging was completely damaged and looked unsafe to eat. I am losing trust in Swiggy.,Unhygienic Packaging
SWG762308,Order status keeps changing randomly. Very confusing updates.,Inconsistent Order Status
SWG876644,Please resolve this issue immediately. Cold food delivery. The curry was completely cold and oil separated.,Cold Food Delivery
SWG689780,Very poor service quality. Restaurant service is very slow and unprofessional. Please help resolve this matter urgently.,Restaurant Service Issue
SWG260765,This is very frustrating. Coupon code expired suddenly while placing the order. Please ensure this doesn't happen again.,Coupon/Offer Issue
SWG782420,I want a full refund for this. Swiggy app is not working properly. Keeps showing error messages. This is really disappointing.,App Technical Issue
SWG609867,This is unacceptable. Cancelled order but refund is taking too much time to process.,Refund Issue
SWG879230,Please resolve this issue immediately. Payment option not working properly during checkout process. I want a proper explanation for this.,Payment Issue
SWG283662,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG795082,The food was of terrible quality. Completely inedible and waste of money.,Food Quality Issue
SWG946188,App interface is buggy and not responding to touch inputs.,App Technical Issue
SWG790537,This ruined my entire meal experience. Wrong order delivered. This is not what I ordered at all.,Incorrect Order
SWG855186,Offer not applied correctly during checkout process. This is really disappointing.,Coupon/Offer Issue
SWG527456,App is crashing repeatedly during order placement.,App Technical Issue
SWG907889,Food delivered 3 hours after estimated time. Completely unacceptable.,Late Delivery
SWG159667,Quality of food was disappointing. Items were not fresh at all.,Food Quality Issue
SWG840140,Support agent was unprofessional and didn't understand my issue. Please take necessary action.,Professional Support Agent
SWG380951,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG753899,I want a full refund for this. Partial refund received instead of full amount for cancelled order.,Refund Issue
SWG312177,The order tracking status keeps fluctuating between different stages.,Inconsistent Order Status
SWG205706,Delivery address was incorrect in the system despite entering correctly.,Delivery Location Issue
SWG294589,Promised refund but haven't received money back in my account. Please ensure this doesn't happen again.,Refund Issue
SWG703945,Got someone else's order. The items are completely different.,Incorrect Order
SWG497024,Extremely late delivery. Ordered lunch and received at dinner time. Please take necessary action.,Late Delivery
SWG213542,Several items missing from my order without any notification.,Missing Items
SWG505341,Very poor service quality. Order was cancelled by restaurant after 45 minutes. No explanation given.,Order Cancellation
SWG212278,This is unacceptable. Food delivered 3 hours after estimated time. Completely unacceptable. I want a proper explanation for this.,Late Delivery
SWG280415,App interface is buggy and not responding to touch inputs. This is really disappointing.,App Technical Issue
SWG696389,Very poor service quality. Ordered combo meal but received incomplete items. Please help resolve this matter urgently.,Missing Items
SWG842470,Very poor service quality. Wrong order delivered. This is not what I ordered at all. This is really disappointing.,Incorrect Order
SWG326956,Wrong food delivered. The order doesn't match what I selected. Please ensure this doesn't happen again.,Incorrect Order
SWG933868,Customer support is not responding to my complaint emails.,Professional Support Agent
SWG234475,Delivery boy was very rude and unprofessional during delivery.,Delivery Executive Issue
SWG113757,Ordered combo meal but received incomplete items. I want a proper explanation for this.,Missing Items
SWG972089,I am extremely disappointed. Wrong order delivered. This is not what I ordered at all.,Incorrect Order
SWG877493,Received cold food after 2 hours delay. Pizza was like cardboard.,Cold Food Delivery
SWG419700,Applied valid coupon but discount not reflected in final amount. Please help resolve this matter urgently.,Coupon/Offer Issue
SWG901883,Please take immediate action. Customer support agent was not helpful and kept transferring calls.,Professional Support Agent
SWG481237,Order was supposed to arrive in 30 minutes but came after 2 hours.,Late Delivery
SWG131350,Did not receive all ordered items. Missing beverages and dessert. This is really disappointing.,Missing Items
SWG932336,Cold and stale food delivered. Temperature was room temperature. I want a proper explanation for this.,Cold Food Delivery
SWG740790,I am extremely disappointed. Bad service quality from the restaurant. Very disappointing experience.,Restaurant Service Issue
SWG161775,This is very frustrating. The food container was cracked and packaging was very poor. I hope this gets resolved soon.,Unhygienic Packaging
SWG384011,Restaurant service quality has declined significantly over time.,Restaurant Service Issue
SWG439121,This ruined my entire meal experience. Delivery executive didn't follow delivery instructions and was arrogant.,Delivery Executive Issue
SWG802170,Refund status shows completed but amount not reflected in account. This is really disappointing.,Refund Issue
SWG284693,This is very frustrating. Wrong delivery address used. Food delivered to different location.,Delivery Location Issue
SWG761249,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG766563,I expect better service from Swiggy. Order tracking feature is buggy. Shows different status every time I refresh. I am losing trust in Swiggy.,Tracking Issue
SWG571832,Order cancelled without consent. This is the third time this month. Please take necessary action.,Order Cancellation
SWG324993,Order was cancelled by restaurant after 45 minutes. No explanation given.,Order Cancellation
SWG883369,Support agent was unprofessional and didn't understand my issue.,Professional Support Agent
SWG984293,Completely wrong order delivered. None of the items match my order. This needs immediate attention.,Incorrect Order
SWG641737,The order tracking status keeps fluctuating between different stages.,Inconsistent Order Status
SWG387198,Got someone else's order. The items are completely different. This is not what I expected from Swiggy.,Incorrect Order
SWG730255,Payment got stuck and amount debited without order confirmation. I am losing trust in Swiggy.,Payment Issue
SWG816057,Bad service quality from the restaurant. Very disappointing experience. This needs immediate attention.,Restaurant Service Issue
SWG561267,Please take immediate action. Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG653985,Paid for 4 items but received only 2. Missing items not delivered. I hope this gets resolved soon.,Missing Items
SWG684080,Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG349433,Delivery boy didn't wear mask and was very unprofessional in behavior.,Delivery Executive Issue
SWG579653,This has happened multiple times. Technical glitch in the app. Cannot complete the checkout process. This is not what I expected from Swiggy.,App Technical Issue
SWG970085,I want a full refund for this. Refund initiated but money not credited to my payment method.,Refund Issue
SWG464639,This ruined my entire meal experience. Coupon code expired suddenly while placing the order. I want a proper explanation for this.,Coupon/Offer Issue
SWG526919,App freezes every time I try to add items to cart.,App Technical Issue
SWG519603,Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG922370,Unhygienic packaging with stains and poor quality containers.,Unhygienic Packaging
SWG220768,I expect better service from Swiggy. Restaurant cancelled order citing unavailability after accepting it. This is really disappointing.,Order Cancellation
SWG359642,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG246570,Sudden order cancellation after payment was successful. Need immediate refund. Please ensure this doesn't happen again.,Order Cancellation
SWG658136,Food arrived cold despite paying delivery charges. Very unsatisfied. I am losing trust in Swiggy.,Cold Food Delivery
SWG728492,Unable to track my order. The app shows no information about delivery status. Please ensure this doesn't happen again.,Tracking Issue
SWG287847,Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG782271,This is unacceptable. Bad service quality from the restaurant. Very disappointing experience.,Restaurant Service Issue
SWG552168,Delivery address was incorrect in the system despite entering correctly. Please improve your service quality.,Delivery Location Issue
SWG783501,Cancelled my order after confirming it. Very disappointing experience.,Order Cancellation
SWG407301,Contacted support multiple times but no proper resolution provided.,Professional Support Agent
SWG653984,This has happened multiple times. Incomplete order delivered. Missing main course items.,Missing Items
SWG509688,Refund not processed even after 7 working days of cancellation.,Refund Issue
SWG101248,Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG858490,I want a full refund for this. Delivery tracking shows wrong delivery executive details and location.,Tracking Issue
SWG856726,Delivery executive couldn't find my location despite clear instructions.,Delivery Location Issue
SWG777968,The order status is not consistent. Shows different stages simultaneously. I want a proper explanation for this.,Inconsistent Order Status
SWG849013,Ordered family pack but some items are missing from the delivery.,Missing Items
SWG295937,I am extremely disappointed. Very late delivery without any notification or apology.,Late Delivery
SWG960109,Delivery executive didn't follow delivery instructions and was arrogant.,Delivery Executive Issue
SWG820190,Half of the ordered items are missing from the delivery. Please improve your service quality.,Missing Items
SWG287567,Delivery boy didn't call properly and marked order as delivered without delivering.,Delivery Executive Issue
SWG927406,Very poor service quality. Cold food delivery. The curry was completely cold and oil separated.,Cold Food Delivery
SWG715380,App crashes when trying to apply coupon codes.,App Technical Issue
SWG403915,Order status is misleading. Shows delivered but actually still cooking. I want a proper explanation for this.,Inconsistent Order Status
SWG578148,Food delivered way past the estimated time. Lost appetite by then. Please take necessary action.,Late Delivery
SWG688247,Payment option not working properly during checkout process.,Payment Issue
SWG601410,Order got cancelled automatically and money is still debited from my account.,Order Cancellation
SWG396012,This has happened multiple times. Technical glitch in the app. Cannot complete the checkout process. I am losing trust in Swiggy.,App Technical Issue
SWG897530,I am extremely disappointed. App crashes when trying to apply coupon codes.,App Technical Issue
SWG628370,Status updates are completely wrong and inconsistent throughout.,Inconsistent Order Status
SWG547180,Rude delivery executive. Thrown the food bag and left without confirmation. Please take necessary action.,Delivery Executive Issue
SWG141761,Food delivered was completely cold and stale. Inedible quality. I am losing trust in Swiggy.,Cold Food Delivery
SWG647066,Missing items from order. This is the second time this happened. Please improve your service quality.,Missing Items
SWG271187,Very poor service quality. Refund status shows completed but amount not reflected in account.,Refund Issue
SWG542978,Payment deducted twice for the same order. Need immediate refund. I hope this gets resolved soon.,Payment Issue
SWG595158,Tracking is completely inaccurate. Shows delivered but I haven't received anything. Please improve your service quality.,Tracking Issue
SWG213284,I want a full refund for this. Wrong order delivered. This is not what I ordered at all. This needs immediate attention.,Incorrect Order
SWG277193,The order status is not consistent. Shows different stages simultaneously.,Inconsistent Order Status
SWG795556,Status updates are completely wrong and inconsistent throughout. This is really disappointing.,Inconsistent Order Status
SWG461287,Half of the ordered items are missing from the delivery. I want a proper explanation for this.,Missing Items
SWG332932,Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG429963,Tracking is completely inaccurate. Shows delivered but I haven't received anything. I want a proper explanation for this.,Tracking Issue
SWG897143,I want a full refund for this. Restaurant cancelled my order at the last minute without proper reason.,Order Cancellation
SWG303768,Missing items from order. This is the second time this happened.,Missing Items
SWG276379,Food temperature was very low. Seems like prepared much earlier.,Cold Food Delivery
SWG888047,Rude delivery executive. Thrown the food bag and left without confirmation. Please help resolve this matter urgently.,Delivery Executive Issue
SWG258975,Unhygienic packaging with visible dirt and poor handling. Please ensure this doesn't happen again.,Unhygienic Packaging
SWG667451,My order was cancelled without any notification after 1 hour of waiting. I want a proper explanation for this.,Order Cancellation
SWG855948,Unable to track my order. The app shows no information about delivery status.,Tracking Issue
SWG825846,I am extremely disappointed. Completely wrong order delivered. None of the items match my order. Please help resolve this matter urgently.,Incorrect Order
SWG427718,Wrong refund amount credited. Need to get the correct amount back.,Refund Issue
SWG423508,GPS location issue caused delivery delay and confusion. Please take necessary action.,Delivery Location Issue
SWG325272,App interface is buggy and not responding to touch inputs.,App Technical Issue
SWG421282,Received poor quality food with weird taste and texture.,Food Quality Issue
SWG321018,Customer support is not responding to my complaint emails.,Professional Support Agent
SWG175519,Applied valid coupon but discount not reflected in final amount.,Coupon/Offer Issue
SWG345722,Cancelled my order after confirming it. Very disappointing experience.,Order Cancellation
SWG147575,Service from restaurant was below expectations. Need improvement.,Restaurant Service Issue
SWG931845,The food was of terrible quality. Completely inedible and waste of money. This is not what I expected from Swiggy.,Food Quality Issue
SWG771670,No response from restaurant despite multiple attempts to contact. I want a proper explanation for this.,Non-Responsive Restaurant
SWG581671,This is unacceptable. Restaurant didn't follow special cooking instructions provided. I want a proper explanation for this.,Restaurant Service Issue
SWG333159,Got someone else's order. The items are completely different. Please improve your service quality.,Incorrect Order
SWG163214,This ruined my entire meal experience. App crashes when trying to apply coupon codes.,App Technical Issue
SWG367762,This ruined my entire meal experience. App is crashing repeatedly during order placement.,App Technical Issue
SWG437456,Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG886365,Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG287241,Very poor service quality. The GPS tracking is not updating. Stuck at 'preparing' for 2 hours.,Tracking Issue
SWG215593,No response from restaurant staff when trying to discuss order issues. Please improve your service quality.,Non-Responsive Restaurant
SWG446723,Wallet balance not updated after successful payment deduction.,Payment Issue
SWG556957,I want a full refund for this. Food packaging was not sealed properly and looked contaminated. Please ensure this doesn't happen again.,Unhygienic Packaging
SWG543721,This ruined my entire meal experience. Partial refund received instead of full amount for cancelled order.,Refund Issue
SWG583767,Please resolve this issue immediately. Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG615780,This has happened multiple times. Incorrect order received. Ordered pizza but got burger instead.,Incorrect Order
SWG490032,Customer care executive was rude and disconnected the call abruptly. This is not what I expected from Swiggy.,Professional Support Agent
SWG778540,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG460934,Payment failed but amount was deducted from my account.,Payment Issue
SWG713160,Customer care executive was rude and disconnected the call abruptly.,Professional Support Agent
SWG915811,This ruined my entire meal experience. Did not receive all ordered items. Missing beverages and dessert.,Missing Items
SWG207570,The order tracking is not working properly. I can't see where my order is.,Tracking Issue
SWG742741,Discount coupon not working for eligible restaurants.,Coupon/Offer Issue
SWG575111,The food container was cracked and packaging was very poor.,Unhygienic Packaging
SWG732209,My order was cancelled without any notification after 1 hour of waiting. This is really disappointing.,Order Cancellation
SWG875501,Cold and stale food delivered. Temperature was room temperature.,Cold Food Delivery
SWG960899,Order status keeps changing randomly. Very confusing updates. I am losing trust in Swiggy.,Inconsistent Order Status
SWG855299,Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG816586,This is very frustrating. Order status is misleading. Shows delivered but actually still cooking.,Inconsistent Order Status
SWG829066,Cold and stale food delivered. Temperature was room temperature. Please ensure this doesn't happen again.,Cold Food Delivery
SWG579798,Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG140611,This ruined my entire meal experience. Location issue during delivery. Executive was completely lost.,Delivery Location Issue
SWG648759,Double payment charged for single order. Refund not processed yet.,Payment Issue
SWG726003,Delivery boy didn't wear mask and was very unprofessional in behavior.,Delivery Executive Issue
SWG568472,This is very frustrating. Double payment charged for single order. Refund not processed yet.,Payment Issue
SWG995786,Delivery person went to wrong address and food got cold. I am losing trust in Swiggy.,Delivery Location Issue
SWG204837,Order tracking shows wrong location and estimated time keeps changing.,Tracking Issue
SWG493537,Cannot track my order at all. The tracking page is blank. This is really disappointing.,Tracking Issue
SWG838694,Refund amount is less than what was originally paid. I am losing trust in Swiggy.,Refund Issue
SWG517589,I want a full refund for this. Restaurant doesn't answer calls even for urgent order modifications.,Non-Responsive Restaurant
SWG875795,This is very frustrating. Wrong food delivered. The order doesn't match what I selected. I am losing trust in Swiggy.,Incorrect Order
SWG241021,Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG314007,Poor food quality with bad taste and smell. Seems like old ingredients used.,Food Quality Issue
SWG589108,Paid for 4 items but received only 2. Missing items not delivered.,Missing Items
SWG674599,Location detection not working in the app. Shows wrong address.,App Technical Issue
SWG892244,App interface is buggy and not responding to touch inputs. Please ensure this doesn't happen again.,App Technical Issue
SWG402982,Cancelled order but refund is taking too much time to process.,Refund Issue
SWG764327,Delayed delivery by more than 90 minutes without proper communication. Please help resolve this matter urgently.,Late Delivery
SWG333727,This is very frustrating. Bad food quality with stale ingredients. Had to throw away the food.,Food Quality Issue
SWG322182,This ruined my entire meal experience. Cold and stale food delivered. Temperature was room temperature. Please ensure this doesn't happen again.,Cold Food Delivery
SWG489616,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG182868,Sudden order cancellation after payment was successful. Need immediate refund.,Order Cancellation
SWG543646,Customer care executive was rude and disconnected the call abruptly.,Professional Support Agent
SWG584175,This is very frustrating. Delivery address was incorrect in the system despite entering correctly.,Delivery Location Issue
SWG894423,No response from restaurant staff when trying to discuss order issues.,Non-Responsive Restaurant
SWG592738,This has happened multiple times. The GPS tracking is not updating. Stuck at 'preparing' for 2 hours.,Tracking Issue
SWG939738,I expect better service from Swiggy. Cancelled order but refund is taking too much time to process.,Refund Issue
SWG350675,This has happened multiple times. Wrong order delivered. This is not what I ordered at all. I want a proper explanation for this.,Incorrect Order
SWG523618,Please resolve this issue immediately. No response from restaurant despite multiple attempts to contact. I am losing trust in Swiggy.,Non-Responsive Restaurant
SWG161284,I expect better service from Swiggy. Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG272525,Very late delivery without any notification or apology.,Late Delivery
SWG870932,Applied valid coupon but discount not reflected in final amount. This needs immediate attention.,Coupon/Offer Issue
SWG240727,Very late delivery without any notification or apology. This is really disappointing.,Late Delivery
SWG727971,Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG660741,Cashback offer not credited after successful order completion.,Coupon/Offer Issue
SWG538651,Unhygienic packaging with stains and poor quality containers. I am losing trust in Swiggy.,Unhygienic Packaging
SWG847960,Payment failed but amount was deducted from my account. This needs immediate attention.,Payment Issue
SWG349739,This is very frustrating. Contacted support multiple times but no proper resolution provided. Please take necessary action.,Professional Support Agent
SWG183410,Support agent was unprofessional and didn't understand my issue.,Professional Support Agent
SWG785234,Location detection not working in the app. Shows wrong address. I am losing trust in Swiggy.,App Technical Issue
SWG385037,The order tracking status keeps fluctuating between different stages.,Inconsistent Order Status
SWG809922,Delivered food was cold and the packaging was not insulated properly.,Cold Food Delivery
SWG729153,Food arrived cold despite paying delivery charges. Very unsatisfied.,Cold Food Delivery
SWG365154,Restaurant is completely non-responsive. Can't reach them at all.,Non-Responsive Restaurant
SWG423496,Wallet balance not updated after successful payment deduction.,Payment Issue
SWG126144,Wrong delivery address used. Food delivered to different location. This is really disappointing.,Delivery Location Issue
SWG741185,Order was supposed to arrive in 30 minutes but came after 2 hours. Please help resolve this matter urgently.,Late Delivery
SWG949524,Location detection not working in the app. Shows wrong address. I am losing trust in Swiggy.,App Technical Issue
SWG946648,Support team is not resolving my complaint properly.,Professional Support Agent
SWG498858,I expect better service from Swiggy. Delivery tracking shows wrong delivery executive details and location. Please ensure this doesn't happen again.,Tracking Issue
SWG967661,The food container was cracked and packaging was very poor.,Unhygienic Packaging
SWG313864,Location services not working properly leading to delivery problems.,Delivery Location Issue
SWG585147,Valid coupon code showing as expired or invalid.,Coupon/Offer Issue
SWG480829,Provided clear address but delivery was attempted at wrong location. This is really disappointing.,Delivery Location Issue
SWG428512,This is unacceptable. Partial refund received instead of full amount for cancelled order.,Refund Issue
SWG966589,Status shows 'out for delivery' but then changes back to 'preparing'. I hope this gets resolved soon.,Inconsistent Order Status
SWG155785,App interface is buggy and not responding to touch inputs.,App Technical Issue
SWG290551,Poor service from restaurant staff. They were very rude. I want a proper explanation for this.,Restaurant Service Issue
SWG792051,This ruined my entire meal experience. Applied valid coupon but discount not reflected in final amount. Please help resolve this matter urgently.,Coupon/Offer Issue
SWG622199,Cashback offer not credited after successful order completion. This is not what I expected from Swiggy.,Coupon/Offer Issue
SWG472253,The food was cold when delivered. Seems like it was prepared hours ago. Please ensure this doesn't happen again.,Cold Food Delivery
SWG786315,Restaurant is completely non-responsive. Can't reach them at all. This is not what I expected from Swiggy.,Non-Responsive Restaurant
SWG271339,Delivery tracking shows wrong delivery executive details and location.,Tracking Issue
SWG177353,Delayed delivery by more than 90 minutes without proper communication.,Late Delivery
SWG188876,Restaurant not picking up calls for order clarification. Please take necessary action.,Non-Responsive Restaurant
SWG594797,Technical glitch in the app. Cannot complete the checkout process.,App Technical Issue
SWG853362,Very late delivery without any notification or apology.,Late Delivery
SWG740204,Location services not working properly leading to delivery problems. I am losing trust in Swiggy.,Delivery Location Issue
SWG562054,Ordered family pack but some items are missing from the delivery. Please help resolve this matter urgently.,Missing Items
SWG954923,Wrong delivery address used. Food delivered to different location.,Delivery Location Issue
SWG794070,I expect better service from Swiggy. Offer not applied correctly during checkout process. Please ensure this doesn't happen again.,Coupon/Offer Issue
SWG720407,Order got cancelled automatically and money is still debited from my account.,Order Cancellation
SWG799984,I am extremely disappointed. Location detection not working in the app. Shows wrong address.,App Technical Issue
SWG661957,Delivered food was cold and the packaging was not insulated properly. I am losing trust in Swiggy.,Cold Food Delivery
SWG277961,This has happened multiple times. Order was supposed to arrive in 30 minutes but came after 2 hours.,Late Delivery
